id;Comp. Word;Frequency;Grammatical Feature;Pronunciation;English Translation;heisig_numbers;max_heisig_numbers
4511;助長;1336;light-verb -suru attached;じょちょう;promotion;(1921, 2070);2070
4512;主審;1335;general noun;しゅしん;chief umpire;(284, 2059);2059
4513;名曲;1335;general noun;めいきょく;famous music;(117, 1256);1256
4514;離陸;1334;light-verb -suru attached;りりく;takeoff;(1605, 1631);1631
4515;主題;1333;general noun;しゅだい;subject;(284, 415);415
4516;大雪;1333;general noun;おおゆき;heavy snow;(112, 1225);1225
4517;年余;1333;suffix;としよ;more than a year;(1114, 1786);1786
4518;株券;1332;general noun;かぶけん;stock certificate;(236, 1291);1291
4519;要所;1332;general noun;ようしょ;important point;(1730, 1208);1730
4520;信越;1331;general noun;しんえつ;region on Japan Sea side of Japan west of Tokyo;(1043, 413);1043
4521;力投;1329;general noun;りきとう;powerful pitching;(922, 762);922
4522;出題;1328;light-verb -suru attached;しゅつだい;setting a question;(829, 415);829
4523;納豆;1328;general noun;なっとう;natto;(1456, 1548);1548
4524;承諾;1327;light-verb -suru attached;しょうだく;consent;(2050, 375);2050
4525;流域;1327;general noun;りゅういき;basin;(826, 380);826
4526;起源;1326;general noun;きげん;origin;(565, 153);565
4527;越境;1325;light-verb -suru attached;えっきょう;border transgression;(413, 523);523
4528;物産;1325;general noun;ぶっさん;product;(1129, 1681);1681
4529;管内;1324;general noun;かんない;within the jurisdiction of;(1365, 1095);1365
4530;選者;1324;general noun;せんじゃ;judge;(1944, 1345);1944
4531;同誌;1324;general noun;どうし;same magazine;(192, 646);646
4532;頻発;1324;light-verb -suru attached;ひんぱつ;frequency;(399, 1840);1840
4533;空洞;1323;general noun;くうどう;cave;(1414, 193);1414
4534;証書;1323;general noun;しょうしょ;bond;(406, 349);406
4535;悪手;1322;general noun;あくしゅ;poor move;(1951, 687);1951
4536;請負;1322;light-verb -suru attached;うけおい;contract;(1656, 67);1656
4537;排気;1322;light-verb -suru attached;はいき;exhaust;(1762, 2030);2030
4538;合祀;1321;light-verb -suru attached;ごうし;enshrining together;(269, 9999);9999
4539;劇作;1320;general noun;げきさく;play writing;(2152, 1224);2152
4540;公言;1319;light-verb -suru attached;こうげん;declaration;(847, 357);847
4541;正統;1318;general noun;せいとう;legitimate;(405, 1447);1447
4542;分社;1318;general noun;ぶんしゃ;branch shrine;(844, 1173);1173
4543;仮名;1317;general noun;かめい;alias;(1039, 117);1039
4544;男優;1317;general noun;だんゆう;actor;(923, 1068);1068
4545;幕下;1316;general noun;まくした;third highest division;(437, 51);437
4546;声楽;1315;general noun;せいがく;vocal music;(2044, 1872);2044
4547;屋内;1314;general noun;おくない;indoor;(1138, 1095);1138
4548;何事;1313;general noun;なにごと;what;(1087, 1240);1240
4549;傾斜;1313;light-verb -suru attached;けいしゃ;inclination;(1086, 1791);1791
4550;密集;1313;light-verb -suru attached;みっしゅう;crowd;(837, 601);837
4551;懐疑;1312;light-verb -suru attached;かいぎ;doubt;(891, 1513);1513
4552;屋敷;1311;general noun;やしき;residence;(1138, 2028);2028
4553;法科;1311;general noun;ほうか;law department or law school;(813, 1263);1263
4554;一周;1310;light-verb -suru attached;いっしゅう;once around;(1, 339);339
4555;生地;1310;general noun;きじ;cloth;(1675, 554);1675
4556;内臓;1310;general noun;ないぞう;internal organs;(1095, 914);1095
4557;破片;1310;general noun;はへん;fragment;(869, 1297);1297
4558;奔走;1310;light-verb -suru attached;ほんそう;running about;(1280, 410);1280
4559;青空;1309;general noun;あおぞら;blue sky;(1654, 1414);1654
4560;欲望;1309;general noun;よくぼう;desire;(855, 528);855
4561;分布;1308;light-verb -suru attached;ぶんぷ;distribution;(844, 433);844
4562;履歴;1308;general noun;りれき;personal history;(1137, 402);1137
4563;栄光;1307;general noun;えいこう;glory;(348, 125);348
4564;葛藤;1307;general noun;かっとう;conflict;(492, 1295);1295
4565;劣勢;1307;general noun;れっせい;inferiority;(926, 1633);1633
4566;園長;1306;general noun;えんちょう;head of a garden;(629, 2070);2070
4567;月例;1306;general noun;げつれい;monthly;(13, 1046);1046
4568;施政;1306;general noun;しせい;government;(1124, 407);1124
4569;妥結;1306;light-verb -suru attached;だけつ;settlement;(785, 1451);1451
4570;中軸;1306;general noun;ちゅうじく;axis;(39, 1193);1193
4571;病棟;1306;general noun;びょうとう;ward;(1813, 544);1813
4572;結末;1305;general noun;けつまつ;end;(1451, 231);1451
4573;地名;1305;general noun;ちめい;place name;(554, 117);554
4574;下部;1304;general noun;かぶ;lower part;(51, 1988);1988
4575;各省;1304;general noun;かくしょう;each ministry;(311, 131);311
4576;管轄;1304;light-verb -suru attached;かんかつ;jurisdiction;(1365, 1672);1672
4577;国歌;1304;general noun;こっか;national anthem;(624, 508);624
4578;隊長;1304;general noun;たいちょう;commanding officer;(1403, 2070);2070
4579;反転;1304;light-verb -suru attached;はんてん;rolling over;(779, 449);779
4580;好意;1303;general noun;こうい;good will;(103, 654);654
4581;真夏;1303;possible to use as an adverb;まなつ;midsummer;(79, 317);317
4582;下校;1302;light-verb -suru attached;げこう;coming home from school;(51, 1371);1371
4583;量刑;1302;general noun;りょうけい;judge's sentence;(189, 734);734
4584;矯正;1301;light-verb -suru attached;きょうせい;correction;(1306, 405);1306
4585;視界;1301;general noun;しかい;field of vision;(1174, 266);1174
4586;個所;1300;general noun;かしょ;passage;(1047, 1208);1208
4587;消火;1300;light-verb -suru attached;しょうか;fire fighting;(155, 173);173
4588;抗告;1299;light-verb -suru attached;こうこく;appeal;(700, 262);700
4589;自称;1298;light-verb -suru attached;じしょう;self-alleged;(36, 971);971
4590;宗派;1298;general noun;しゅうは;sect;(1181, 1999);1999
4591;封筒;1298;general noun;ふうとう;envelope;(168, 1015);1015
4592;割安;1297;adjectival noun, na-adjective;わりやす;economical;(1673, 202);1673
4593;出港;1297;light-verb -suru attached;しゅっこう;departure;(829, 1940);1940
4594;返却;1297;light-verb -suru attached;へんきゃく;return of something;(782, 1497);1497
4595;予断;1297;light-verb -suru attached;よだん;guessing;(1719, 1218);1719
4596;漁師;1295;general noun;りょうし;fisherman;(184, 1361);1361
4597;接点;1295;general noun;せってん;tangent point;(725, 181);725
4598;転居;1295;light-verb -suru attached;てんきょ;moving;(449, 1143);1143
4599;同種;1295;general noun;どうしゅ;same kind;(192, 1810);1810
4600;会頭;1294;general noun;かいとう;society president;(814, 1549);1549
4601;海水;1294;general noun;かいすい;ocean water;(500, 137);500
4602;客席;1293;general noun;きゃくせき;guest seating;(315, 1277);1277
4603;併合;1293;light-verb -suru attached;へいごう;merger;(1107, 269);1107
4604;還暦;1292;general noun;かんれき;60th birthday;(900, 226);900
4605;苦言;1292;general noun;くげん;candid advice;(239, 357);357
4606;戦国;1292;general noun;せんごく;belligerent country;(2079, 624);2079
4607;電動;1292;general noun;でんどう;electric;(574, 1806);1806
4608;故意;1289;general noun;こい;intention;(355, 654);654
4609;訴状;1289;general noun;そじょう;petition;(1221, 254);1221
4610;累積;1289;light-verb -suru attached;るいせき;accumulation;(1464, 1663);1663
4611;屈辱;1288;general noun;くつじょく;disgrace;(1140, 2165);2165
4612;新薬;1288;general noun;しんやく;new medicine;(1619, 1873);1873
4613;泥沼;1288;general noun;どろぬま;bog;(1135, 145);1135
4614;巡礼;1287;light-verb -suru attached;じゅんれい;pilgrimage;(303, 1168);1168
4615;先番;1285;general noun;せんばん;precedence;(263, 2058);2058
4616;発祥;1285;light-verb -suru attached;はっしょう;origin;(1840, 1169);1840
4617;師事;1284;light-verb -suru attached;しじ;study under;(1361, 1240);1361
4618;行員;1283;general noun;こういん;bank clerk;(938, 59);938
4619;儀式;1282;general noun;ぎしき;ceremony;(1059, 377);1059
4620;子孫;1280;general noun;しそん;descendants;(99, 1494);1494
4621;創部;1279;general noun;そうぶ;establishing a club;(1759, 1988);1988
4622;潮流;1278;general noun;ちょうりゅう;tide;(152, 826);826
4623;布石;1278;light-verb -suru attached;ふせき;strategic arrangement of go stones;(433, 118);433
4624;作製;1277;light-verb -suru attached;さくせい;manufacture;(1224, 448);1224
4625;人身;1276;general noun;じんしん;the human body;(1023, 1337);1337
4626;部数;1276;general noun;ぶすう;no. of copies;(1988, 998);1988
4627;歩調;1276;general noun;ほちょう;pace;(397, 373);397
4628;至上;1275;general noun;しじょう;supremacy;(815, 50);815
4629;鈍化;1275;light-verb -suru attached;どんか;becoming dull;(1611, 1083);1611
4630;散乱;1274;light-verb -suru attached;さんらん;dispersion;(1273, 76);1273
4631;取組;1274;general noun;とりくみ;bout;(882, 1914);1914
4632;暴落;1274;light-verb -suru attached;ぼうらく;slump;(1941, 320);1941
4633;工法;1273;general noun;こうほう;method of construction;(80, 813);813
4634;東方;1273;general noun;とうほう;eastern direction;(543, 529);543
4635;左側;1272;general noun;ひだりがわ;left;(81, 1049);1049
4636;壮大;1272;adjectival noun, na-adjective;そうだい;magnificent;(343, 112);343
4637;要綱;1272;general noun;ようこう;main principle;(1730, 2114);2114
4638;年配;1271;general noun;ねんぱい;elderly;(1114, 1544);1544
4639;容体;1271;general noun;ようだい;condition;(853, 1030);1030
4640;驚異;1270;general noun;きょうい;wonder;(2141, 1936);2141
4641;年度;1270;suffix;ねんど;fiscal year;(1114, 1278);1278
4642;文献;1270;general noun;ぶんけん;literature;(1861, 1742);1861
4643;応酬;1269;light-verb -suru attached;おうしゅう;exchange;(653, 1540);1540
4644;更改;1269;light-verb -suru attached;こうかい;renewal;(749, 567);749
4645;除名;1269;light-verb -suru attached;じょめい;expulsion;(1787, 117);1787
4646;急死;1268;light-verb -suru attached;きゅうし;sudden death;(1229, 878);1229
4647;形跡;1268;general noun;けいせき;traces;(1847, 1883);1883
4648;蒸気;1268;general noun;じょうき;steam;(2049, 2030);2049
4649;新株;1268;general noun;しんかぶ;new stocks or shares;(1619, 236);1619
4650;点灯;1268;light-verb -suru attached;てんとう;lighting;(181, 177);181
4651;遺影;1265;general noun;いえい;portrait of deceased person;(1909, 1848);1909
4652;遠慮;1264;light-verb -suru attached;えんりょ;reserve;(429, 2151);2151
4653;酵素;1264;general noun;こうそ;enzyme;(1538, 1652);1652
4654;病室;1264;general noun;びょうしつ;sickroom;(1813, 816);1813
4655;海面;1263;general noun;かいめん;sea level;(500, 2039);2039
4656;必須;1263;adjectival noun, na-adjective;ひっす;indispensable;(685, 1854);1854
4657;必然;1263;general noun;ひつぜん;inevitable;(685, 256);685
4658;若干;1262;possible to use as an adverb;じゃっかん;some;(237, 1777);1777
4659;悪夢;1261;general noun;あくむ;nightmare;(1951, 327);1951
4660;古里;1261;general noun;ふるさと;home town;(16, 185);185
4661;手話;1261;general noun;しゅわ;sign language;(687, 368);687
4662;補欠;1261;general noun;ほけつ;filling a vacancy;(1983, 505);1983
4663;貴族;1260;general noun;きぞく;noble;(1908, 1307);1908
4664;射程;1260;general noun;しゃてい;range;(1338, 960);1338
4665;罷免;1260;light-verb -suru attached;ひめん;dismissal;(2188, 2126);2188
4666;道徳;1258;general noun;どうとく;morals;(295, 950);950
4667;特待;1258;light-verb -suru attached;とくたい;special treatment;(261, 944);944
4668;平行;1258;light-verb -suru attached;へいこう;concurrent;(1596, 938);1596
4669;幕府;1258;general noun;ばくふ;bakufu;(437, 1077);1077
4670;未熟;1257;adjectival noun, na-adjective;みじゅく;inexperience;(229, 332);332
4671;出願;1256;light-verb -suru attached;しゅつがん;application;(829, 143);829
4672;病原;1256;general noun;びょうげん;origin of an illness;(1813, 142);1813
4673;往来;1255;light-verb -suru attached;おうらい;coming and going;(945, 2029);2029
4674;活気;1255;general noun;かっき;energy;(154, 2030);2030
4675;取扱;1255;general noun;とりあつかい;treatment;(882, 745);882
4676;寝室;1255;general noun;しんしつ;bedroom;(1233, 816);1233
4677;随所;1254;general noun;ずいしょ;everywhere;(1395, 1208);1395
4678;代弁;1253;light-verb -suru attached;だいべん;pay by proxy;(1080, 803);1080
4679;病死;1253;light-verb -suru attached;びょうし;death from disease;(1813, 878);1813
4680;留保;1253;light-verb -suru attached;りゅうほ;reserving;(1527, 1072);1527
4681;歓喜;1252;light-verb -suru attached;かんき;delight;(612, 1553);1553
4682;掌握;1252;light-verb -suru attached;しょうあく;grasping;(864, 1139);1139
4683;半島;1251;general noun;はんとう;peninsula;(1286, 2098);2098
4684;養鶏;1251;general noun;ようけい;poultry raising;(1591, 2097);2097
4685;回顧;1250;light-verb -suru attached;かいこ;recollecting;(630, 1165);1165
4686;起点;1250;general noun;きてん;starting point;(565, 181);565
4687;増減;1250;light-verb -suru attached;ぞうげん;increase and decrease;(541, 391);541
4688;一丸;1247;general noun;いちがん;lump;(1, 44);44
4689;青木;1247;general noun;あおき;Japanese laurel;(1654, 207);1654
4690;振動;1245;light-verb -suru attached;しんどう;oscillation;(2167, 1806);2167
4691;水中;1245;general noun;すいちゅう;underwater;(137, 39);137
4692;聖域;1245;general noun;せいいき;sacred precincts;(888, 380);888
4693;失職;1244;light-verb -suru attached;しっしょく;unemployment;(908, 887);908
4694;希薄;1243;adjectival noun, na-adjective;きはく;thin;(1602, 242);1602
4695;重油;1243;general noun;じゅうゆ;heavy oil;(1805, 1188);1805
4696;登頂;1243;light-verb -suru attached;とうちょう;climbing to the summit;(1838, 98);1838
4697;紳士;1242;general noun;しんし;gentleman;(1461, 341);1461
4698;耐久;1241;general noun;たいきゅう;endurance;(1248, 1092);1248
4699;反乱;1241;light-verb -suru attached;はんらん;insurrection;(779, 76);779
4700;学期;1240;general noun;がっき;school term;(346, 1902);1902
4701;共用;1239;light-verb -suru attached;きょうよう;common use;(1934, 1265);1934
4702;公金;1239;general noun;こうきん;public funds;(847, 287);847
4703;入金;1239;light-verb -suru attached;にゅうきん;deposit;(842, 287);842
4704;最中;1238;possible to use as an adverb;さいちゅう;in the middle of;(884, 39);884
4705;老化;1238;light-verb -suru attached;ろうか;ageing;(1340, 1083);1340
4706;私邸;1237;general noun;してい;private residence;(968, 1984);1984
4707;難題;1236;general noun;なんだい;difficult problem;(1703, 415);1703
4708;返納;1236;light-verb -suru attached;へんのう;returning;(782, 1456);1456
4709;許容;1234;light-verb -suru attached;きょよう;permission;(611, 853);853
4710;巡業;1234;light-verb -suru attached;じゅんぎょう;provincial tour;(303, 1931);1931
